session,Paper,Year,question_id,Question,Type,Marks,AO,Spec Code,Text,Mark Scheme,Extra Notes,question_page_start,question_page_end,mark_scheme_start_page,mark_scheme_end_page,has_figure,figure_labels_joined,has_table,table_labels_joined,source_qp,source_ms,figure_labels,table_labels,PDF Link
Nov21, 1H,2021,3,3.1,multiple choice,1,AO2,4.2.2.5; 4.2.2.6,"Body Mass Index (BMI) is a way of finding out if a person’s body mass falls within a 
 healthy range for their height.
 Table 1 shows information about two people.
 
 Table 1
 
 | Person | Body mass in kg | Height in m | BMI in kg/m2 |
 |:-------|:----------------|:------------|:-------------|
 | A | 63 | 1.65 | 23.1 |
 | B | 92 | 1.71 | X |
 
 Figure 5 shows five BMI categories for adults.
 Figure 5
 Which is the BMI category of person A in Table 1?
 Tick (ü) one box.
 
 Clinically obese [ ]
 Normal [ ]
 Obese [ ]
 Overweight [ ]
 Underweight [ ]",normal,,9,9,10,10,FALSE,,TRUE,Table 1,AQA-84611H-QP-NOV21.PDF,AQA-84611H-MS-NOV21.PDF,[],['Table 1'],https://drive.google.com/file/d/1jWvnlnPFY5Xv86PRJPOOZrRAw9TCYejZ/view
Nov21, 1H,2021,3,3.2,calculation,3,AO2,4.2.2.5; 4.2.2.6,"Calculate value X in Table 1. 
 Use the equation:
 BMI = 
 body mass 
 height^2
 Give your answer to 3 significant figures.
 
 X = ____ kg/m^2","92 ÷ 1.71²
 = 31.46(…)
 = 31.5","allow correctly calculated value 
 using 92 ÷ 1.71",9,9,10,10,FALSE,,TRUE,Table 1,AQA-84611H-QP-NOV21.PDF,AQA-84611H-MS-NOV21.PDF,[],['Table 1'],https://drive.google.com/file/d/1jWvnlnPFY5Xv86PRJPOOZrRAw9TCYejZ/view
Nov21, 1H,2021,3,3.3,short answer,2,AO2,4.2.2.5; 4.2.2.6,"Scientists think there is a link between BMI and life expectancy. 
 Table 2 shows information about predicted life expectancy of men after the age of 50.
 
 Table 2
 
 | BMI Category | Predicted number of years living in good health after the age of 50 | Predicted number of years living in bad health after the age of 50 |
 |:----------------|:--------------------------------------------------------------------|:-------------------------------------------------------------------|
 | Normal | 19.06 | 4.98 |
 | Overweight | 18.68 | 5.32 |
 | Obese | 16.37 | 7.08 |
 | Clinically obese | 13.07 | 10.10 |
 
 Describe two patterns shown in Table 2 about the effects of BMI category.","any two from:
 • the higher the BMI (category) the lower the number of years living in good health
 • the higher the BMI (category) the higher the number of years living in bad health
 • the higher the BMI (category), the lower total life expectancy","allow ‘more overweight’ or ‘more 
 obese’ for higher BMI category 
 throughout
 allow the lower the BMI 
 (category) the higher the 
 number of years living in good 
 health
 allow the lower the BMI 
 (category) the lower the number 
 of years living in bad health
 allow the lower the BMI 
 (category), the higher total life 
 expectancy
 if no other marks awarded, allow 
 for 1 mark idea that as BMI 
 increases, quality of life 
 decreases",10,10,10,10,FALSE,,TRUE,Table 2,AQA-84611H-QP-NOV21.PDF,AQA-84611H-MS-NOV21.PDF,[],['Table 2'],https://drive.google.com/file/d/1jWvnlnPFY5Xv86PRJPOOZrRAw9TCYejZ/view
Nov21, 1H,2021,3,3.4,short answer,2,AO3,4.2.2.6,"The number of people who are obese in the UK is increasing.
 Explain the financial impact on the UK economy of an increasing number of people 
 who are obese.","costs the NHS / UK health service / Government / hospitals more money
 (because need to pay for) additional surgery / medication / hospital stay to treat stroke / diabetes
 or
 more time off work (if in hospital / unwell)
 (so) employer / Government have to give financial support","allow other correct named 
 conditions e.g. heart attack / 
 immobility / disability / arthritis
 allow more people unable to 
 work 
 allow (so) decreased 
 productivity (in workplace)",11,11,10,10,FALSE,,FALSE,,AQA-84611H-QP-NOV21.PDF,AQA-84611H-MS-NOV21.PDF,[],[],https://drive.google.com/file/d/1jWvnlnPFY5Xv86PRJPOOZrRAw9TCYejZ/view
Nov21, 1H,2021,3,3.5,short answer,1,AO3,4.2.2.6,"A person who is obese is more at risk of arthritis. 
 Arthritis is a condition that damages joints.
 Suggest how arthritis could affect a person’s lifestyle.","allow any one from:
 • movement issues
 • loss of job / income
 • disability
 • mental health impact of lack of movement
 or
 mental health impact of pain
 • need to visit the doctor / take medication regularly
 • may need surgery","allow example of movement 
 issue",11,11,10,10,FALSE,,FALSE,,AQA-84611H-QP-NOV21.PDF,AQA-84611H-MS-NOV21.PDF,[],[],https://drive.google.com/file/d/1jWvnlnPFY5Xv86PRJPOOZrRAw9TCYejZ/view
Nov21, 1H,2021,3,3.6,short answer,2,AO1,4.2.2.4; 4.2.2.6,"A person who eats a diet high in saturated fat might become obese.
 Name two health conditions that might develop if a person eats a diet high in 
 saturated fat.
 Do not refer to arthritis in your answer.","type 2 diabetes
 CVD / CHD
 or
 heart attack / disease
 or
 stroke","allow atherosclerosis
 allow two named vascular 
 conditions for 2 marks from 
 heart attack or stroke or high 
 blood pressure or high (blood) 
 cholesterol
 allow cancer
 allow liver disease",11,12,10,10,FALSE,,FALSE,,AQA-84611H-QP-NOV21.PDF,AQA-84611H-MS-NOV21.PDF,[],[],https://drive.google.com/file/d/1jWvnlnPFY5Xv86PRJPOOZrRAw9TCYejZ/view
Nov21, 1H,2021,4,4.1,multiple choice,1,AO1,4.4.2.1,"All living organisms respire.
 What is the chemical equation for aerobic respiration?
 Tick (ü) one box.
 
 6O2 + 6CO2 à 6H2O + C6H12O6 [ ]
 6H2O + C6H12O6 à 6H2O + 6CO2 [ ]
 6H2O + 6CO2 à 6O2 + C6H12O6 [ ]
 6O2 + C6H12O6 à 6H2O + 6CO2 [ ]",6O₂ + C₆H₁₂O₆ → 6H₂O + 6CO₂,,12,12,10,10,FALSE,,FALSE,,AQA-84611H-QP-NOV21.PDF,AQA-84611H-MS-NOV21.PDF,[],[],https://drive.google.com/file/d/1BfehzBa8lUMyNWYTCm64s8KInD_uwmRm/view
Nov21, 1H,2021,4,4.2,short answer,1,AO1,4.1.1.2,Name the sub-cellular structures where aerobic respiration takes place.,mitochondria / mitochondrion,,12,12,10,10,FALSE,,FALSE,,AQA-84611H-QP-NOV21.PDF,AQA-84611H-MS-NOV21.PDF,[],[],https://drive.google.com/file/d/1BfehzBa8lUMyNWYTCm64s8KInD_uwmRm/view
Nov21, 1H,2021,4,4.3,short answer,2,AO1,4.4.2.1; 4.4.2.3,"Energy is released in respiration.
 Give two uses of the energy released in respiration.","any two from:
 • movement / muscle contraction
 • keeping warm
 • active transport
 • building larger molecules","ignore reference to metabolism 
 unqualified
 allow examples of movement
 allow examples of building 
 larger molecules e.g. making 
 (named) proteins / cellulose
 allow cell division
 ignore growth",12,13,10,10,FALSE,,FALSE,,AQA-84611H-QP-NOV21.PDF,AQA-84611H-MS-NOV21.PDF,[],[],https://drive.google.com/file/d/1BfehzBa8lUMyNWYTCm64s8KInD_uwmRm/view
Nov21, 1H,2021,4,4.4,short answer,2,AO1,4.4.2.1,"Describe two differences between aerobic and anaerobic respiration in humans.
 Do not refer to oxygen in your answer.","any two from:
 • anaerobic produces lactic acid and aerobic does not
 • aerobic produces carbon dioxide and anaerobic does not
 • aerobic produces water and anaerobic does not
 • aerobic occurs (mainly) in the mitochondria and anaerobic does not
 • anaerobic releases less energy than aerobic","allow anaerobic creates an 
 oxygen debt and aerobic does 
 not
 allow anaerobic only occurs in 
 the cytoplasm
 allow anaerobic releases less 
 ATP (than anaerobic)
 do not accept anaerobic 
 produces / makes / creates less 
 energy",13,13,10,10,FALSE,,FALSE,,AQA-84611H-QP-NOV21.PDF,AQA-84611H-MS-NOV21.PDF,[],[],https://drive.google.com/file/d/1BfehzBa8lUMyNWYTCm64s8KInD_uwmRm/view
Nov21, 1H,2021,4,4.5,multiple choice,2,AO1,4.4.2.1,"What are the two products of anaerobic respiration in plant cells?
 Tick (ü) two boxes.
 
 Carbon dioxide [ ]
 Ethanol [ ]
 Glucose [ ]
 Lactic acid [ ]
 Water [ ]","carbon dioxide
 ethanol",,13,13,10,10,FALSE,,FALSE,,AQA-84611H-QP-NOV21.PDF,AQA-84611H-MS-NOV21.PDF,[],[],https://drive.google.com/file/d/1BfehzBa8lUMyNWYTCm64s8KInD_uwmRm/view
Nov21, 1H,2021,4,4.6,short answer,2,AO2,4.4.2.1; 4.4.1.1,"A scientist investigated respiration and photosynthesis using some pondweed and a 
 pond snail.
 Figure 6 shows the apparatus used.
 Figure 6
 The apparatus was left in a well-lit room for 5 days.
 The data logger recorded the concentration of carbon dioxide continuously.
 After 5 days, the scientist completely covered the boiling tube with black paper.
 The data logger continued to record the concentration of carbon dioxide.
 Figure 7 shows the concentration of carbon dioxide inside the boiling tube over 
 15 days.
 Figure 7
 Explain why the concentration of carbon dioxide in the tube stayed the same between 
 day 0 and day 5.","pondweed takes in CO₂ for photosynthesis
 snail and pondweed are respiring producing CO₂","if no other mark awarded allow 
 rate of respiration = rate of 
 photosynthesis for 1 mark",15,15,10,10,TRUE,Figure 7,FALSE,,AQA-84611H-QP-NOV21.PDF,AQA-84611H-MS-NOV21.PDF,['Figure 7'],[],https://drive.google.com/file/d/1BfehzBa8lUMyNWYTCm64s8KInD_uwmRm/view
Nov21, 1H,2021,4,4.7,short answer,1,AO2,4.4.2.1; 4.4.1.1,"Suggest why the concentration of carbon dioxide increased between day 5 and 
 day 10.","(no light so) no photosynthesis
 or
 plant is not taking in CO₂
 and
 snail and plant are respiring and so are releasing CO₂",,15,15,10,10,TRUE,Figure 7,FALSE,,AQA-84611H-QP-NOV21.PDF,AQA-84611H-MS-NOV21.PDF,['Figure 7'],[],https://drive.google.com/file/d/1BfehzBa8lUMyNWYTCm64s8KInD_uwmRm/view
Nov21, 1H,2021,4,4.8,extended response,3,AO3,4.7.2.2; 4.4.2.1,"On day 10, the pond snail died. 
 Explain why the death of the pond snail caused the concentration of carbon dioxide to 
 increase after day 10.","snail is being decayed / decomposed / broken down (by) decomposers / bacteria (in pond water / snail)
 (therefore) respiration (of decomposers / bacteria) releases CO₂","ignore being fed on
 allow fungi / microbes / 
 microorganisms
 do not accept anaerobic
 respiration",16,17,10,10,FALSE,,FALSE,,AQA-84611H-QP-NOV21.PDF,AQA-84611H-MS-NOV21.PDF,[],[],https://drive.google.com/file/d/1BfehzBa8lUMyNWYTCm64s8KInD_uwmRm/view
Nov21, 1H,2021,5,5.1,short answer,1,AO1,4.2.2.1,"Amylase is an enzyme that breaks down starch.
 Amylase is a polymer of smaller molecules.
 Name the type of smaller molecule.",amino acid(s),ignore monomers,17,17,10,10,FALSE,,FALSE,,AQA-84611H-QP-NOV21.PDF,AQA-84611H-MS-NOV21.PDF,[],[],https://drive.google.com/file/d/1v7q7MctWYcmDbDcXIPGWXdBcfsLHFpwG/view
Nov21, 1H,2021,5,5.2,short answer,2,AO1,4.2.2.1,Name the three parts of the human digestive system that produce amylase.,"salivary gland
 pancreas
 small intestine","ignore mouth
 allow duodenum / ileum
 do not accept large intestine
 ignore intestine unqualified
 all three correct for 2 marks
 two correct for 1 mark",17,17,10,10,FALSE,,FALSE,,AQA-84611H-QP-NOV21.PDF,AQA-84611H-MS-NOV21.PDF,[],[],https://drive.google.com/file/d/1v7q7MctWYcmDbDcXIPGWXdBcfsLHFpwG/view
Nov21, 1H,2021,5,5.3,extended response,3,AO1,4.2.2.1,"Explain how amylase breaks down starch. 
 Answer in terms of the ‘lock and key theory’.","starch / substrate binds to active site (of enzyme)
 (because) shape of active site and substrate are complementary
 a chemical reaction occurs to produce smaller molecules
 or
 bonds between the (starch) molecules are broken to produce smaller molecules","ignore starch / substrate fits 
 active site (of enzyme) 
 allow shape of starch / substrate
 and active site allow them to fit 
 together 
 allow maltose / sugars for 
 smaller molecules",17,18,10,10,FALSE,,FALSE,,AQA-84611H-QP-NOV21.PDF,AQA-84611H-MS-NOV21.PDF,[],[],https://drive.google.com/file/d/1v7q7MctWYcmDbDcXIPGWXdBcfsLHFpwG/view
Nov21, 1H,2021,5,5.4,short answer,2,AO2,4.2.2.1,"A student investigated the effect of temperature on the activity of amylase.
 Figure 8 shows the apparatus used.
 Figure 8
 This is the method used.
 1. Set up the apparatus as shown in Figure 8.
 2. After 5 minutes, pour the starch solution into the amylase solution and mix.
 3. Remove one drop of the starch-amylase mixture and place onto a spotting tile.
 4. Immediately add two drops of iodine solution to the starch-amylase mixture on the 
 spotting tile.
 5. Record the colour of the iodine solution added to the starch-amylase mixture.
 6. Repeat steps 3 to 5 every minute until the iodine solution stays yellow-brown.
 7. Repeat steps 1 to 6 using water at different temperatures.
 Name two control variables the student used in the investigation.","any two from:
 • time before mixing (starch and amylase) solutions
 • volume / 5 cm³ of starch (solution)
 • volume / 1 cm³ of amylase (solution)
 • volume / 1 drop of mixture added to spotting tile
 • volume / 2 drops of iodine (solution)","ignore time unqualified
 allow amount as an 
 alternative to volume once 
 only
 do not accept temperature",19,19,10,10,FALSE,,FALSE,,AQA-84611H-QP-NOV21.PDF,AQA-84611H-MS-NOV21.PDF,[],[],https://drive.google.com/file/d/1v7q7MctWYcmDbDcXIPGWXdBcfsLHFpwG/view
Nov21, 1H,2021,5,5.5,short answer,1,AO2,4.2.2.1,"Why did the student leave the starch solution and amylase solution for 5 minutes 
 before mixing them?","to allow the solutions to reach the same temperature as the water
 or
 to allow both solutions to reach 5 °C","allow so the solutions can 
 equilibrate with the temperature 
 of the water",19,19,10,10,FALSE,,FALSE,,AQA-84611H-QP-NOV21.PDF,AQA-84611H-MS-NOV21.PDF,[],[],https://drive.google.com/file/d/1v7q7MctWYcmDbDcXIPGWXdBcfsLHFpwG/view
Nov21, 1H,2021,5,5.6,short answer,1,AO3,4.2.2.1,"Table 3 shows the results of the investigation.
 
 Table 3
 
 | Temperature in °C | Time taken until iodine solution stays yellow-brown in minutes |
 |:------------------|:---------------------------------------------------------------|
 | 5 | did not become yellow-brown |
 | 20 | 5 |
 | 35 | 2 |
 | 50 | 7 |
 | 65 | 14 |
 | 80 | did not become yellow-brown |
 
 What conclusion can be made about the effect of temperature on amylase activity 
 between 20 °C and 65 °C?","as temperature increases, (amylase / enzyme) activity increases, to 35 °C after which activity decreases",ignore reference to time,20,21,10,10,FALSE,,TRUE,Table 3,AQA-84611H-QP-NOV21.PDF,AQA-84611H-MS-NOV21.PDF,[],['Table 3'],https://drive.google.com/file/d/1v7q7MctWYcmDbDcXIPGWXdBcfsLHFpwG/view
Nov21, 1H,2021,5,5.7,extended response,5,AO2,4.2.2.1,"Explain the results at 5 °C and at 80 °C. 
 Use Table 3.","(iodine is not yellow-brown because) starch is still present or starch has not been broken down
 at 5 °C amylase / starch / molecules have low (kinetic) energy
 (therefore) there are fewer (enzyme-substrate) collisions
 at 80 °C the amylase has been denatured
 (so) the starch can no longer fit","allow enzyme for amylase and 
 substrate for starch throughout 
 allow fewer enzyme-substrate 
 complexes are formed
 do not accept the amylase is 
 killed / has died
 allow the shape of the amylase /
 active site changes 
 allow the bonds holding the 
 amylase in its (3D) shape have 
 broken",21,21,10,10,FALSE,,TRUE,Table 3,AQA-84611H-QP-NOV21.PDF,AQA-84611H-MS-NOV21.PDF,[],['Table 3'],https://drive.google.com/file/d/1v7q7MctWYcmDbDcXIPGWXdBcfsLHFpwG/view
Nov21, 1H,2021,5,5.8,short answer,2,AO3,4.2.2.1,"The student investigated the effect of temperature on amylase activity.
 Describe how the student could extend the investigation to determine the effect of a 
 different factor on amylase activity.","keep temperature constant
 (but) change named factor and
 test a range of values of named factor","named factor e.g. pH or enzyme 
 concentration or substrate 
 concentration or inhibitor 
 concentration",21,22,10,10,FALSE,,FALSE,,AQA-84611H-QP-NOV21.PDF,AQA-84611H-MS-NOV21.PDF,[],[],https://drive.google.com/file/d/1v7q7MctWYcmDbDcXIPGWXdBcfsLHFpwG/view
Nov21, 1H,2021,6,6.1,multiple choice,1,AO2,4.2.3.1,"Figure 9 shows a cross section of a leaf.
 Figure 9
 Which cell is most transparent?
 Tick (ü) one box.
 
 A [ ] B [ ] C [ ] D [ ]",A,,22,22,10,10,TRUE,Figure 9,FALSE,,AQA-84611H-QP-NOV21.PDF,AQA-84611H-MS-NOV21.PDF,['Figure 9'],[],https://drive.google.com/file/d/1vTf9rcca1r07Dt4-L1xBXSTKB2ylz62s/view
Nov21, 1H,2021,6,6.2,short answer,1,AO1,4.1.1.3; 4.2.3.1,Which cell structure in a leaf mesophyll cell is not found in a root hair cell?,chloroplast(s),ignore chlorophyll,22,23,10,10,TRUE,Figure 9,FALSE,,AQA-84611H-QP-NOV21.PDF,AQA-84611H-MS-NOV21.PDF,['Figure 9'],[],https://drive.google.com/file/d/1vTf9rcca1r07Dt4-L1xBXSTKB2ylz62s/view
